"Plot Title: DRYAS_11C_Soil"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20547755, SEN S/N: 20547755, LBL: -5cm_soil)","Host Connected (LGR S/N: 20547755)","Coupler Attached (LGR S/N: 20547755)","Stopped (LGR S/N: 20547755)","End Of File (LGR S/N: 20547755)"
1085,07/25/22 06:00:00  AM,5.962,,,,
1086,07/25/22 06:30:00  AM,6.166,,,,
1087,07/25/22 07:00:00  AM,6.370,,,,
1088,07/25/22 07:30:00  AM,6.471,,,,
1089,07/25/22 08:00:00  AM,6.573,,,,
1090,07/25/22 08:30:00  AM,6.674,,,,
1091,07/25/22 09:00:00  AM,6.978,,,,
1092,07/25/22 09:30:00  AM,7.280,,,,
1093,07/25/22 10:00:00  AM,7.481,,,,
1094,07/25/22 10:30:00  AM,7.882,,,,
1095,07/25/22 11:00:00  AM,8.182,,,,
1096,07/25/22 11:30:00  AM,8.481,,,,
1097,07/25/22 12:00:00  PM,8.879,,,,
1098,07/25/22 12:30:00  PM,9.275,,,,
1099,07/25/22 01:00:00  PM,9.768,,,,
1100,07/25/22 01:30:00  PM,10.063,,,,
1101,07/25/22 02:00:00  PM,10.455,,,,
1102,07/25/22 02:30:00  PM,10.651,,,,
1103,07/25/22 03:00:00  PM,10.748,,,,
1104,07/25/22 03:30:00  PM,10.846,,,,
1105,07/25/22 04:00:00  PM,10.846,,,,
1106,07/25/22 04:30:00  PM,10.944,,,,
1107,07/25/22 05:00:00  PM,10.944,,,,
1108,07/25/22 05:30:00  PM,10.651,,,,
1109,07/25/22 06:00:00  PM,10.063,,,,
1110,07/25/22 06:30:00  PM,9.669,,,,
1111,07/25/22 07:00:00  PM,9.275,,,,
1112,07/25/22 07:30:00  PM,9.176,,,,
1113,07/25/22 08:00:00  PM,8.978,,,,
1114,07/25/22 08:30:00  PM,8.581,,,,
1115,07/25/22 09:00:00  PM,8.182,,,,
1116,07/25/22 09:30:00  PM,7.782,,,,
1117,07/25/22 10:00:00  PM,7.481,,,,
1118,07/25/22 10:30:00  PM,7.179,,,,
1119,07/25/22 11:00:00  PM,6.877,,,,
1120,07/25/22 11:30:00  PM,6.674,,,,
1121,07/26/22 12:00:00  AM,6.471,,,,
1122,07/26/22 12:30:00  AM,6.268,,,,
1123,07/26/22 01:00:00  AM,6.166,,,,
1124,07/26/22 01:30:00  AM,6.064,,,,
1125,07/26/22 02:00:00  AM,6.064,,,,
1126,07/26/22 02:30:00  AM,5.962,,,,
1127,07/26/22 03:00:00  AM,5.962,,,,
1128,07/26/22 03:30:00  AM,6.064,,,,
1129,07/26/22 04:00:00  AM,6.064,,,,
1130,07/26/22 04:30:00  AM,6.064,,,,
1131,07/26/22 05:00:00  AM,6.064,,,,
1132,07/26/22 05:30:00  AM,6.064,,,,
1133,07/26/22 06:00:00  AM,6.166,,,,
1134,07/26/22 06:30:00  AM,6.166,,,,
1135,07/26/22 07:00:00  AM,6.370,,,,
1136,07/26/22 07:30:00  AM,6.471,,,,
1137,07/26/22 08:00:00  AM,6.674,,,,
1138,07/26/22 08:30:00  AM,6.775,,,,
1139,07/26/22 09:00:00  AM,6.978,,,,
1140,07/26/22 09:30:00  AM,7.280,,,,
1141,07/26/22 10:00:00  AM,7.582,,,,
1142,07/26/22 10:30:00  AM,7.882,,,,
1143,07/26/22 11:00:00  AM,8.282,,,,
1144,07/26/22 11:30:00  AM,8.581,,,,
1145,07/26/22 12:00:00  PM,8.879,,,,
1146,07/26/22 12:30:00  PM,9.176,,,,
1147,07/26/22 01:00:00  PM,9.571,,,,
1148,07/26/22 01:30:00  PM,9.965,,,,
1149,07/26/22 02:00:00  PM,10.259,,,,
1150,07/26/22 02:30:00  PM,10.553,,,,
1151,07/26/22 03:00:00  PM,10.846,,,,
1152,07/26/22 03:30:00  PM,11.041,,,,
1153,07/26/22 04:00:00  PM,11.139,,,,
1154,07/26/22 04:30:00  PM,11.139,,,,
1155,07/26/22 05:00:00  PM,11.139,,,,
1156,07/26/22 05:30:00  PM,11.139,,,,
1157,07/26/22 06:00:00  PM,11.139,,,,
1158,07/26/22 06:30:00  PM,10.944,,,,
1159,07/26/22 07:00:00  PM,10.846,,,,
1160,07/26/22 07:30:00  PM,10.651,,,,
1161,07/26/22 08:00:00  PM,10.259,,,,
1162,07/26/22 08:30:00  PM,9.669,,,,
1163,07/26/22 09:00:00  PM,9.176,,,,
1164,07/26/22 09:30:00  PM,8.680,,,,
1165,07/26/22 10:00:00  PM,8.282,,,,
1166,07/26/22 10:30:00  PM,7.882,,,,
1167,07/26/22 11:00:00  PM,7.582,,,,
1168,07/26/22 11:30:00  PM,7.280,,,,
1169,07/27/22 12:00:00  AM,7.079,,,,
1170,07/27/22 12:30:00  AM,6.877,,,,
1171,07/27/22 01:00:00  AM,6.573,,,,
1172,07/27/22 01:30:00  AM,6.471,,,,
1173,07/27/22 02:00:00  AM,6.370,,,,
1174,07/27/22 02:30:00  AM,6.370,,,,
1175,07/27/22 03:00:00  AM,6.268,,,,
1176,07/27/22 03:30:00  AM,6.268,,,,
1177,07/27/22 04:00:00  AM,6.166,,,,
1178,07/27/22 04:30:00  AM,6.166,,,,
1179,07/27/22 05:00:00  AM,6.064,,,,
1180,07/27/22 05:30:00  AM,6.166,,,,
1181,07/27/22 06:00:00  AM,6.166,,,,
1182,07/27/22 06:30:00  AM,6.166,,,,
1183,07/27/22 07:00:00  AM,6.268,,,,
1184,07/27/22 07:30:00  AM,6.471,,,,
1185,07/27/22 08:00:00  AM,6.674,,,,
1186,07/27/22 08:30:00  AM,6.978,,,,
1187,07/27/22 09:00:00  AM,7.179,,,,
1188,07/27/22 09:30:00  AM,7.381,,,,
1189,07/27/22 10:00:00  AM,7.782,,,,
1190,07/27/22 10:30:00  AM,8.082,,,,
1191,07/27/22 11:00:00  AM,8.382,,,,
1192,07/27/22 11:30:00  AM,8.680,,,,
1193,07/27/22 12:00:00  PM,9.077,,,,
1194,07/27/22 12:30:00  PM,9.373,,,,
1195,07/27/22 01:00:00  PM,9.571,,,,
1196,07/27/22 01:30:00  PM,9.669,,,,
1197,07/27/22 02:00:00  PM,9.571,,,,
1198,07/27/22 02:30:00  PM,9.571,,,,
1199,07/27/22 03:00:00  PM,9.571,,,,
1200,07/27/22 03:30:00  PM,9.571,,,,
1201,07/27/22 04:00:00  PM,9.669,,,,
1202,07/27/22 04:30:00  PM,9.965,,,,
1203,07/27/22 05:00:00  PM,9.965,,,,
1204,07/27/22 05:30:00  PM,9.669,,,,
1205,07/27/22 06:00:00  PM,9.472,,,,
1206,07/27/22 06:30:00  PM,9.176,,,,
1207,07/27/22 07:00:00  PM,9.077,,,,
1208,07/27/22 07:30:00  PM,8.879,,,,
1209,07/27/22 08:00:00  PM,8.779,,,,
1210,07/27/22 08:30:00  PM,8.680,,,,
1211,07/27/22 09:00:00  PM,8.581,,,,
1212,07/27/22 09:30:00  PM,8.382,,,,
1213,07/27/22 10:00:00  PM,8.282,,,,
1214,07/27/22 10:30:00  PM,8.182,,,,
1215,07/27/22 11:00:00  PM,7.983,,,,
1216,07/27/22 11:30:00  PM,7.782,,,,
1217,07/28/22 12:00:00  AM,7.582,,,,
1218,07/28/22 12:30:00  AM,7.481,,,,
1219,07/28/22 01:00:00  AM,7.280,,,,
1220,07/28/22 01:30:00  AM,7.179,,,,
1221,07/28/22 02:00:00  AM,7.079,,,,
1222,07/28/22 02:30:00  AM,6.978,,,,
1223,07/28/22 03:00:00  AM,6.877,,,,
1224,07/28/22 03:30:00  AM,6.877,,,,
1225,07/28/22 04:00:00  AM,6.775,,,,
1226,07/28/22 04:30:00  AM,6.775,,,,
1227,07/28/22 05:00:00  AM,6.674,,,,
1228,07/28/22 05:30:00  AM,6.674,,,,
1229,07/28/22 06:00:00  AM,6.775,,,,
1230,07/28/22 06:30:00  AM,6.775,,,,
1231,07/28/22 07:00:00  AM,6.877,,,,
1232,07/28/22 07:30:00  AM,6.877,,,,
1233,07/28/22 08:00:00  AM,7.079,,,,
1234,07/28/22 08:30:00  AM,7.381,,,,
1235,07/28/22 09:00:00  AM,7.582,,,,
1236,07/28/22 09:30:00  AM,7.782,,,,
1237,07/28/22 10:00:00  AM,7.882,,,,
1238,07/28/22 10:30:00  AM,8.082,,,,
1239,07/28/22 11:00:00  AM,8.182,,,,
1240,07/28/22 11:30:00  AM,8.382,,,,
1241,07/28/22 12:00:00  PM,8.680,,,,
1242,07/28/22 12:30:00  PM,8.680,,,,
1243,07/28/22 01:00:00  PM,8.779,,,,
1244,07/28/22 01:30:00  PM,9.077,,,,
1245,07/28/22 02:00:00  PM,9.472,,,,
1246,07/28/22 02:30:00  PM,9.669,,,,
1247,07/28/22 03:00:00  PM,9.866,,,,
1248,07/28/22 03:30:00  PM,10.063,,,,
1249,07/28/22 04:00:00  PM,10.259,,,,
1250,07/28/22 04:30:00  PM,10.259,,,,
1251,07/28/22 05:00:00  PM,10.259,,,,
1252,07/28/22 05:30:00  PM,10.259,,,,
1253,07/28/22 06:00:00  PM,10.161,,,,
1254,07/28/22 06:30:00  PM,9.965,,,,
1255,07/28/22 07:00:00  PM,9.866,,,,
1256,07/28/22 07:30:00  PM,9.669,,,,
1257,07/28/22 08:00:00  PM,9.373,,,,
1258,07/28/22 08:30:00  PM,8.779,,,,
1259,07/28/22 09:00:00  PM,8.282,,,,
1260,07/28/22 09:30:00  PM,7.782,,,,
1261,07/28/22 10:00:00  PM,7.381,,,,
1262,07/28/22 10:30:00  PM,7.079,,,,
1263,07/28/22 11:00:00  PM,6.674,,,,
1264,07/28/22 11:30:00  PM,6.370,,,,
1265,07/29/22 12:00:00  AM,6.166,,,,
1266,07/29/22 12:30:00  AM,5.962,,,,
1267,07/29/22 01:00:00  AM,5.860,,,,
1268,07/29/22 01:30:00  AM,5.655,,,,
1269,07/29/22 02:00:00  AM,5.552,,,,
1270,07/29/22 02:30:00  AM,5.552,,,,
1271,07/29/22 03:00:00  AM,5.552,,,,
1272,07/29/22 03:30:00  AM,5.552,,,,
1273,07/29/22 04:00:00  AM,5.552,,,,
1274,07/29/22 04:30:00  AM,5.552,,,,
1275,07/29/22 05:00:00  AM,5.655,,,,
1276,07/29/22 05:30:00  AM,5.552,,,,
1277,07/29/22 06:00:00  AM,5.552,,,,
1278,07/29/22 06:30:00  AM,5.655,,,,
1279,07/29/22 07:00:00  AM,5.655,,,,
1280,07/29/22 07:30:00  AM,5.757,,,,
1281,07/29/22 08:00:00  AM,5.757,,,,
1282,07/29/22 08:30:00  AM,5.860,,,,
1283,07/29/22 09:00:00  AM,5.860,,,,
1284,07/29/22 09:30:00  AM,5.962,,,,
1285,07/29/22 10:00:00  AM,6.166,,,,
1286,07/29/22 10:30:00  AM,6.370,,,,
1287,07/29/22 11:00:00  AM,6.471,,,,
1288,07/29/22 11:30:00  AM,6.471,,,,
1289,07/29/22 12:00:00  PM,6.471,,,,
1290,07/29/22 12:30:00  PM,6.674,,,,
1291,07/29/22 01:00:00  PM,6.775,,,,
1292,07/29/22 01:30:00  PM,6.978,,,,
1293,07/29/22 02:00:00  PM,7.079,,,,
1294,07/29/22 02:30:00  PM,7.079,,,,
1295,07/29/22 03:00:00  PM,7.179,,,,
1296,07/29/22 03:30:00  PM,7.280,,,,
1297,07/29/22 04:00:00  PM,7.381,,,,
1298,07/29/22 04:30:00  PM,7.381,,,,
1299,07/29/22 05:00:00  PM,7.280,,,,
1300,07/29/22 05:30:00  PM,7.280,,,,
1301,07/29/22 06:00:00  PM,7.179,,,,
1302,07/29/22 06:30:00  PM,7.179,,,,
1303,07/29/22 07:00:00  PM,7.079,,,,
1304,07/29/22 07:30:00  PM,6.978,,,,
1305,07/29/22 08:00:00  PM,6.877,,,,
1306,07/29/22 08:30:00  PM,6.775,,,,
1307,07/29/22 09:00:00  PM,6.674,,,,
1308,07/29/22 09:30:00  PM,6.471,,,,
1309,07/29/22 10:00:00  PM,6.370,,,,
1310,07/29/22 10:30:00  PM,6.268,,,,
1311,07/29/22 11:00:00  PM,6.064,,,,
1312,07/29/22 11:30:00  PM,5.962,,,,
1313,07/30/22 12:00:00  AM,5.757,,,,
1314,07/30/22 12:30:00  AM,5.655,,,,
1315,07/30/22 01:00:00  AM,5.552,,,,
1316,07/30/22 01:30:00  AM,5.450,,,,
1317,07/30/22 02:00:00  AM,5.347,,,,
1318,07/30/22 02:30:00  AM,5.347,,,,
1319,07/30/22 03:00:00  AM,5.347,,,,
1320,07/30/22 03:30:00  AM,5.347,,,,
1321,07/30/22 04:00:00  AM,5.347,,,,
1322,07/30/22 04:30:00  AM,5.347,,,,
1323,07/30/22 05:00:00  AM,5.347,,,,
1324,07/30/22 05:30:00  AM,5.450,,,,
1325,07/30/22 06:00:00  AM,5.450,,,,
1326,07/30/22 06:30:00  AM,5.552,,,,
1327,07/30/22 07:00:00  AM,5.655,,,,
1328,07/30/22 07:30:00  AM,5.860,,,,
1329,07/30/22 08:00:00  AM,6.064,,,,
1330,07/30/22 08:30:00  AM,6.370,,,,
1331,07/30/22 09:00:00  AM,6.573,,,,
1332,07/30/22 09:30:00  AM,6.674,,,,
1333,07/30/22 10:00:00  AM,6.877,,,,
1334,07/30/22 10:30:00  AM,7.079,,,,
1335,07/30/22 11:00:00  AM,7.280,,,,
1336,07/30/22 11:30:00  AM,7.582,,,,
1337,07/30/22 12:00:00  PM,7.782,,,,
1338,07/30/22 12:30:00  PM,7.882,,,,
1339,07/30/22 01:00:00  PM,7.882,,,,
1340,07/30/22 01:30:00  PM,8.082,,,,
1341,07/30/22 02:00:00  PM,8.182,,,,
1342,07/30/22 02:30:00  PM,8.282,,,,
1343,07/30/22 03:00:00  PM,8.680,,,,
1344,07/30/22 03:30:00  PM,9.077,,,,
1345,07/30/22 04:00:00  PM,9.373,,,,
1346,07/30/22 04:30:00  PM,9.571,,,,
1347,07/30/22 05:00:00  PM,9.571,,,,
1348,07/30/22 05:30:00  PM,9.275,,,,
1349,07/30/22 06:00:00  PM,8.879,,,,
1350,07/30/22 06:30:00  PM,8.481,,,,
1351,07/30/22 07:00:00  PM,8.282,,,,
1352,07/30/22 07:30:00  PM,8.082,,,,
1353,07/30/22 08:00:00  PM,7.782,,,,
1354,07/30/22 08:30:00  PM,7.381,,,,
1355,07/30/22 09:00:00  PM,7.079,,,,
1356,07/30/22 09:30:00  PM,6.877,,,,
1357,07/30/22 10:00:00  PM,6.573,,,,
1358,07/30/22 10:30:00  PM,6.268,,,,
1359,07/30/22 11:00:00  PM,5.962,,,,
1360,07/30/22 11:30:00  PM,5.655,,,,
1361,07/31/22 12:00:00  AM,5.347,,,,
1362,07/31/22 12:30:00  AM,5.141,,,,
1363,07/31/22 01:00:00  AM,4.934,,,,
1364,07/31/22 01:30:00  AM,4.831,,,,
1365,07/31/22 02:00:00  AM,4.727,,,,
1366,07/31/22 02:30:00  AM,4.727,,,,
1367,07/31/22 03:00:00  AM,4.623,,,,
1368,07/31/22 03:30:00  AM,4.623,,,,
1369,07/31/22 04:00:00  AM,4.727,,,,
1370,07/31/22 04:30:00  AM,4.727,,,,
1371,07/31/22 05:00:00  AM,4.831,,,,
1372,07/31/22 05:30:00  AM,4.934,,,,
1373,07/31/22 06:00:00  AM,5.037,,,,
1374,07/31/22 06:30:00  AM,5.141,,,,
1375,07/31/22 07:00:00  AM,5.141,,,,
1376,07/31/22 07:30:00  AM,5.347,,,,
1377,07/31/22 08:00:00  AM,5.655,,,,
1378,07/31/22 08:30:00  AM,5.860,,,,
1379,07/31/22 09:00:00  AM,6.064,,,,
1380,07/31/22 09:30:00  AM,6.268,,,,
1381,07/31/22 10:00:00  AM,6.471,,,,
1382,07/31/22 10:30:00  AM,6.775,,,,
1383,07/31/22 11:00:00  AM,7.079,,,,
1384,07/31/22 11:30:00  AM,7.481,,,,
1385,07/31/22 12:00:00  PM,7.983,,,,
1386,07/31/22 12:30:00  PM,8.282,,,,
1387,07/31/22 01:00:00  PM,8.581,,,,
1388,07/31/22 01:30:00  PM,8.879,,,,
1389,07/31/22 02:00:00  PM,9.077,,,,
1390,07/31/22 02:30:00  PM,9.275,,,,
1391,07/31/22 03:00:00  PM,9.472,,,,
1392,07/31/22 03:30:00  PM,9.768,,,,
1393,07/31/22 04:00:00  PM,9.965,,,,
1394,07/31/22 04:30:00  PM,10.161,,,,
1395,07/31/22 05:00:00  PM,10.357,,,,
1396,07/31/22 05:30:00  PM,10.357,,,,
1397,07/31/22 06:00:00  PM,10.259,,,,
1398,07/31/22 06:30:00  PM,10.161,,,,
1399,07/31/22 07:00:00  PM,9.965,,,,
1400,07/31/22 07:30:00  PM,9.768,,,,
1401,07/31/22 08:00:00  PM,9.275,,,,
1402,07/31/22 08:30:00  PM,8.680,,,,
1403,07/31/22 09:00:00  PM,8.182,,,,
1404,07/31/22 09:30:00  PM,7.782,,,,
1405,07/31/22 10:00:00  PM,7.381,,,,
1406,07/31/22 10:30:00  PM,7.079,,,,
1407,07/31/22 11:00:00  PM,6.775,,,,
1408,07/31/22 11:30:00  PM,6.471,,,,
1409,08/01/22 12:00:00  AM,6.268,,,,
1410,08/01/22 12:30:00  AM,6.064,,,,
1411,08/01/22 01:00:00  AM,5.860,,,,
1412,08/01/22 01:30:00  AM,5.757,,,,
1413,08/01/22 02:00:00  AM,5.757,,,,
1414,08/01/22 02:30:00  AM,5.655,,,,
1415,08/01/22 03:00:00  AM,5.655,,,,
1416,08/01/22 03:30:00  AM,5.757,,,,
1417,08/01/22 04:00:00  AM,5.860,,,,
1418,08/01/22 04:30:00  AM,6.064,,,,
1419,08/01/22 05:00:00  AM,6.268,,,,
1420,08/01/22 05:30:00  AM,6.370,,,,
1421,08/01/22 06:00:00  AM,6.573,,,,
1422,08/01/22 06:30:00  AM,6.775,,,,
1423,08/01/22 07:00:00  AM,6.877,,,,
1424,08/01/22 07:30:00  AM,7.079,,,,
1425,08/01/22 08:00:00  AM,7.280,,,,
1426,08/01/22 08:30:00  AM,7.381,,,,
1427,08/01/22 09:00:00  AM,7.381,,,,
1428,08/01/22 09:30:00  AM,7.582,,,,
1429,08/01/22 10:00:00  AM,7.882,,,,
1430,08/01/22 10:30:00  AM,8.182,,,,
1431,08/01/22 11:00:00  AM,8.481,,,,
1432,08/01/22 11:30:00  AM,8.779,,,,
1433,08/01/22 12:00:00  PM,9.077,,,,
1434,08/01/22 12:30:00  PM,9.373,,,,
1435,08/01/22 01:00:00  PM,9.669,,,,
1436,08/01/22 01:30:00  PM,9.965,,,,
1437,08/01/22 02:00:00  PM,10.259,,,,
1438,08/01/22 02:30:00  PM,10.455,,,,
1439,08/01/22 03:00:00  PM,10.651,,,,
1440,08/01/22 03:30:00  PM,10.651,,,,
1441,08/01/22 04:00:00  PM,10.651,,,,
1442,08/01/22 04:30:00  PM,10.748,,,,
1443,08/01/22 05:00:00  PM,10.846,,,,
1444,08/01/22 05:30:00  PM,10.846,,,,
1445,08/01/22 06:00:00  PM,10.846,,,,
1446,08/01/22 06:30:00  PM,10.748,,,,
1447,08/01/22 07:00:00  PM,10.651,,,,
1448,08/01/22 07:30:00  PM,10.357,,,,
1449,08/01/22 08:00:00  PM,9.866,,,,
1450,08/01/22 08:30:00  PM,9.275,,,,
1451,08/01/22 09:00:00  PM,8.779,,,,
1452,08/01/22 09:30:00  PM,8.282,,,,
1453,08/01/22 10:00:00  PM,7.882,,,,
1454,08/01/22 10:30:00  PM,7.582,,,,
1455,08/01/22 11:00:00  PM,7.179,,,,
1456,08/01/22 11:30:00  PM,6.978,,,,
1457,08/02/22 12:00:00  AM,6.674,,,,
1458,08/02/22 12:30:00  AM,6.471,,,,
1459,08/02/22 01:00:00  AM,6.370,,,,
1460,08/02/22 01:30:00  AM,6.268,,,,
1461,08/02/22 02:00:00  AM,6.166,,,,
1462,08/02/22 02:30:00  AM,6.166,,,,
1463,08/02/22 03:00:00  AM,6.064,,,,
1464,08/02/22 03:30:00  AM,6.064,,,,
1465,08/02/22 04:00:00  AM,6.064,,,,
1466,08/02/22 04:30:00  AM,6.064,,,,
1467,08/02/22 05:00:00  AM,6.064,,,,
1468,08/02/22 05:30:00  AM,6.166,,,,
1469,08/02/22 06:00:00  AM,6.268,,,,
1470,08/02/22 06:30:00  AM,6.370,,,,
1471,08/02/22 07:00:00  AM,6.573,,,,
1472,08/02/22 07:30:00  AM,6.775,,,,
1473,08/02/22 08:00:00  AM,6.877,,,,
1474,08/02/22 08:30:00  AM,7.079,,,,
1475,08/02/22 09:00:00  AM,7.280,,,,
1476,08/02/22 09:30:00  AM,7.381,,,,
1477,08/02/22 10:00:00  AM,7.481,,,,
1478,08/02/22 10:30:00  AM,7.782,,,,
1479,08/02/22 11:00:00  AM,7.983,,,,
1480,08/02/22 11:30:00  AM,8.382,,,,
1481,08/02/22 12:00:00  PM,8.680,,,,
1482,08/02/22 12:30:00  PM,9.077,,,,
1483,08/02/22 01:00:00  PM,9.373,,,,
1484,08/02/22 01:30:00  PM,9.768,,,,
1485,08/02/22 02:00:00  PM,10.063,,,,
1486,08/02/22 02:30:00  PM,10.259,,,,
1487,08/02/22 03:00:00  PM,10.455,,,,
1488,08/02/22 03:30:00  PM,10.553,,,,
1489,08/02/22 04:00:00  PM,10.553,,,,
1490,08/02/22 04:30:00  PM,10.748,,,,
1491,08/02/22 05:00:00  PM,10.846,,,,
1492,08/02/22 05:30:00  PM,10.748,,,,
1493,08/02/22 06:00:00  PM,10.748,,,,
1494,08/02/22 06:30:00  PM,10.651,,,,
1495,08/02/22 07:00:00  PM,10.455,,,,
1496,08/02/22 07:30:00  PM,10.161,,,,
1497,08/02/22 08:00:00  PM,9.669,,,,
1498,08/02/22 08:30:00  PM,9.077,,,,
1499,08/02/22 09:00:00  PM,8.581,,,,
1500,08/02/22 09:30:00  PM,8.182,,,,
1501,08/02/22 10:00:00  PM,7.782,,,,
1502,08/02/22 10:30:00  PM,7.481,,,,
1503,08/02/22 11:00:00  PM,7.179,,,,
1504,08/02/22 11:30:00  PM,6.877,,,,
1505,08/03/22 12:00:00  AM,6.674,,,,
1506,08/03/22 12:30:00  AM,6.370,,,,
1507,08/03/22 01:00:00  AM,6.268,,,,
1508,08/03/22 01:30:00  AM,6.166,,,,
1509,08/03/22 02:00:00  AM,6.064,,,,
1510,08/03/22 02:30:00  AM,6.064,,,,
1511,08/03/22 03:00:00  AM,5.962,,,,
1512,08/03/22 03:30:00  AM,5.962,,,,
1513,08/03/22 04:00:00  AM,5.962,,,,
1514,08/03/22 04:30:00  AM,5.962,,,,
1515,08/03/22 05:00:00  AM,5.962,,,,
1516,08/03/22 05:30:00  AM,5.962,,,,
1517,08/03/22 06:00:00  AM,6.064,,,,
1518,08/03/22 06:30:00  AM,6.166,,,,
1519,08/03/22 07:00:00  AM,6.268,,,,
1520,08/03/22 07:30:00  AM,6.370,,,,
1521,08/03/22 08:00:00  AM,6.573,,,,
1522,08/03/22 08:30:00  AM,6.775,,,,
1523,08/03/22 09:00:00  AM,6.978,,,,
1524,08/03/22 09:30:00  AM,7.179,,,,
1525,08/03/22 10:00:00  AM,7.481,,,,
1526,08/03/22 10:30:00  AM,7.782,,,,
1527,08/03/22 11:00:00  AM,8.082,,,,
1528,08/03/22 11:30:00  AM,8.382,,,,
1529,08/03/22 12:00:00  PM,8.779,,,,
1530,08/03/22 12:30:00  PM,9.077,,,,
1531,08/03/22 01:00:00  PM,9.472,,,,
1532,08/03/22 01:30:00  PM,9.768,,,,
1533,08/03/22 02:00:00  PM,10.063,,,,
1534,08/03/22 02:30:00  PM,10.357,,,,
1535,08/03/22 03:00:00  PM,10.553,,,,
1536,08/03/22 03:30:00  PM,10.651,,,,
1537,08/03/22 04:00:00  PM,10.846,,,,
1538,08/03/22 04:30:00  PM,10.846,,,,
1539,08/03/22 05:00:00  PM,10.846,,,,
1540,08/03/22 05:30:00  PM,10.748,,,,
1541,08/03/22 06:00:00  PM,10.651,,,,
1542,08/03/22 06:30:00  PM,10.553,,,,
1543,08/03/22 07:00:00  PM,10.357,,,,
1544,08/03/22 07:30:00  PM,9.965,,,,
1545,08/03/22 08:00:00  PM,9.472,,,,
1546,08/03/22 08:30:00  PM,8.879,,,,
1547,08/03/22 09:00:00  PM,8.481,,,,
1548,08/03/22 09:30:00  PM,7.983,,,,
1549,08/03/22 10:00:00  PM,7.582,,,,
1550,08/03/22 10:30:00  PM,7.280,,,,
1551,08/03/22 11:00:00  PM,6.978,,,,
1552,08/03/22 11:30:00  PM,6.674,,,,
1553,08/04/22 12:00:00  AM,6.370,,,,
1554,08/04/22 12:30:00  AM,6.166,,,,
1555,08/04/22 01:00:00  AM,5.962,,,,
1556,08/04/22 01:30:00  AM,5.860,,,,
1557,08/04/22 02:00:00  AM,5.757,,,,
1558,08/04/22 02:30:00  AM,5.757,,,,
1559,08/04/22 03:00:00  AM,5.757,,,,
1560,08/04/22 03:30:00  AM,5.757,,,,
1561,08/04/22 04:00:00  AM,5.757,,,,
1562,08/04/22 04:30:00  AM,5.757,,,,
1563,08/04/22 05:00:00  AM,5.757,,,,
1564,08/04/22 05:30:00  AM,5.757,,,,
1565,08/04/22 06:00:00  AM,5.860,,,,
1566,08/04/22 06:30:00  AM,5.962,,,,
1567,08/04/22 07:00:00  AM,6.166,,,,
1568,08/04/22 07:30:00  AM,6.268,,,,
1569,08/04/22 08:00:00  AM,6.370,,,,
1570,08/04/22 08:30:00  AM,6.573,,,,
1571,08/04/22 09:00:00  AM,6.775,,,,
1572,08/04/22 09:30:00  AM,6.978,,,,
1573,08/04/22 10:00:00  AM,7.280,,,,
1574,08/04/22 10:30:00  AM,7.582,,,,
1575,08/04/22 11:00:00  AM,7.983,,,,
1576,08/04/22 11:30:00  AM,8.382,,,,
1577,08/04/22 12:00:00  PM,8.779,,,,
1578,08/04/22 12:30:00  PM,9.077,,,,
1579,08/04/22 01:00:00  PM,9.472,,,,
1580,08/04/22 01:30:00  PM,9.866,,,,
1581,08/04/22 02:00:00  PM,10.161,,,,
1582,08/04/22 02:30:00  PM,10.455,,,,
1583,08/04/22 03:00:00  PM,10.651,,,,
1584,08/04/22 03:30:00  PM,10.455,,,,
1585,08/04/22 04:00:00  PM,9.965,,,,
1586,08/04/22 04:30:00  PM,9.768,,,,
1587,08/04/22 05:00:00  PM,9.965,,,,
1588,08/04/22 05:30:00  PM,10.063,,,,
1589,08/04/22 06:00:00  PM,10.259,,,,
1590,08/04/22 06:30:00  PM,10.161,,,,
1591,08/04/22 07:00:00  PM,10.161,,,,
1592,08/04/22 07:30:00  PM,9.965,,,,
1593,08/04/22 08:00:00  PM,9.472,,,,
1594,08/04/22 08:30:00  PM,9.077,,,,
1595,08/04/22 09:00:00  PM,8.581,,,,
1596,08/04/22 09:30:00  PM,8.182,,,,
1597,08/04/22 10:00:00  PM,7.882,,,,
1598,08/04/22 10:30:00  PM,7.582,,,,
1599,08/04/22 11:00:00  PM,7.381,,,,
1600,08/04/22 11:30:00  PM,7.179,,,,
1601,08/05/22 12:00:00  AM,6.978,,,,
1602,08/05/22 12:30:00  AM,6.775,,,,
1603,08/05/22 01:00:00  AM,6.573,,,,
1604,08/05/22 01:30:00  AM,6.471,,,,
1605,08/05/22 02:00:00  AM,6.370,,,,
1606,08/05/22 02:30:00  AM,6.268,,,,
1607,08/05/22 03:00:00  AM,6.268,,,,
1608,08/05/22 03:30:00  AM,6.166,,,,
1609,08/05/22 04:00:00  AM,6.166,,,,
1610,08/05/22 04:30:00  AM,6.064,,,,
1611,08/05/22 05:00:00  AM,6.064,,,,
1612,08/05/22 05:30:00  AM,6.166,,,,
1613,08/05/22 06:00:00  AM,6.166,,,,
1614,08/05/22 06:30:00  AM,6.268,,,,
1615,08/05/22 07:00:00  AM,6.370,,,,
1616,08/05/22 07:30:00  AM,6.471,,,,
