"Plot Title: MEAD_11C"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10139951, SEN S/N: 10139951, LBL: 10cm_air_CO2)","Coupler Attached (LGR S/N: 10139951)","Host Connected (LGR S/N: 10139951)","Stopped (LGR S/N: 10139951)","End Of File (LGR S/N: 10139951)"
179,07/02/22 10:30:00  AM,11.625,,,,
180,07/02/22 10:45:00  AM,12.690,,,,
181,07/02/22 11:00:00  AM,13.173,,,,
182,07/02/22 11:15:00  AM,12.401,,,,
183,07/02/22 11:30:00  AM,13.076,,,,
184,07/02/22 11:45:00  AM,13.269,,,,
185,07/02/22 12:00:00  PM,13.654,,,,
186,07/02/22 12:15:00  PM,13.654,,,,
187,07/02/22 12:30:00  PM,13.654,,,,
188,07/02/22 12:45:00  PM,13.942,,,,
189,07/02/22 01:00:00  PM,12.980,,,,
190,07/02/22 01:15:00  PM,12.497,,,,
191,07/02/22 01:30:00  PM,12.497,,,,
192,07/02/22 01:45:00  PM,11.431,,,,
193,07/02/22 02:00:00  PM,11.625,,,,
194,07/02/22 02:15:00  PM,12.690,,,,
195,07/02/22 02:30:00  PM,13.076,,,,
196,07/02/22 02:45:00  PM,12.110,,,,
197,07/02/22 03:00:00  PM,10.846,,,,
198,07/02/22 03:15:00  PM,10.748,,,,
199,07/02/22 03:30:00  PM,11.334,,,,
200,07/02/22 03:45:00  PM,11.819,,,,
201,07/02/22 04:00:00  PM,11.722,,,,
202,07/02/22 04:15:00  PM,11.041,,,,
203,07/02/22 04:30:00  PM,11.236,,,,
204,07/02/22 04:45:00  PM,10.944,,,,
205,07/02/22 05:00:00  PM,10.063,,,,
206,07/02/22 05:15:00  PM,10.259,,,,
207,07/02/22 05:30:00  PM,10.455,,,,
208,07/02/22 05:45:00  PM,9.472,,,,
209,07/02/22 06:00:00  PM,8.082,,,,
210,07/02/22 06:15:00  PM,8.082,,,,
211,07/02/22 06:30:00  PM,8.978,,,,
212,07/02/22 06:45:00  PM,9.077,,,,
213,07/02/22 07:00:00  PM,8.382,,,,
214,07/02/22 07:15:00  PM,7.782,,,,
215,07/02/22 07:30:00  PM,7.682,,,,
