"Plot Title: MEAD_3C"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10337439, SEN S/N: 10337439)","Good Battery (LGR S/N: 10337439)","Host Connected (LGR S/N: 10337439)","Coupler Attached (LGR S/N: 10337439)","Stopped (LGR S/N: 10337439)","End Of File (LGR S/N: 10337439)"
329,07/04/22 12:00:00  AM,2.730,,,,,
330,07/04/22 12:15:00  AM,2.837,,,,,
331,07/04/22 12:30:00  AM,2.943,,,,,
332,07/04/22 12:45:00  AM,2.943,,,,,
333,07/04/22 01:00:00  AM,3.261,,,,,
334,07/04/22 01:15:00  AM,3.367,,,,,
335,07/04/22 01:30:00  AM,3.049,,,,,
336,07/04/22 01:45:00  AM,3.155,,,,,
337,07/04/22 02:00:00  AM,3.683,,,,,
338,07/04/22 02:15:00  AM,4.207,,,,,
339,07/04/22 02:30:00  AM,3.367,,,,,
340,07/04/22 02:45:00  AM,3.893,,,,,
341,07/04/22 03:00:00  AM,3.788,,,,,
342,07/04/22 03:15:00  AM,3.472,,,,,
343,07/04/22 03:30:00  AM,3.893,,,,,
344,07/04/22 03:45:00  AM,3.893,,,,,
345,07/04/22 04:00:00  AM,3.683,,,,,
346,07/04/22 04:15:00  AM,3.893,,,,,
347,07/04/22 04:30:00  AM,4.311,,,,,
348,07/04/22 04:45:00  AM,4.207,,,,,
349,07/04/22 05:00:00  AM,4.623,,,,,
350,07/04/22 05:15:00  AM,4.311,,,,,
351,07/04/22 05:30:00  AM,4.623,,,,,
352,07/04/22 05:45:00  AM,4.519,,,,,
353,07/04/22 06:00:00  AM,4.623,,,,,
354,07/04/22 06:15:00  AM,4.831,,,,,
355,07/04/22 06:30:00  AM,5.141,,,,,
356,07/04/22 06:45:00  AM,5.552,,,,,
357,07/04/22 07:00:00  AM,6.064,,,,,
358,07/04/22 07:15:00  AM,6.370,,,,,
359,07/04/22 07:30:00  AM,6.877,,,,,
360,07/04/22 07:45:00  AM,7.782,,,,,
361,07/04/22 08:00:00  AM,7.682,,,,,
