"Plot Title: GlaucGull South 0.5 + 3.9 Soil"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 9725070, SEN S/N: 9725070)","Temp, °C (LGR S/N: 9725070, SEN S/N: 9725070)","Batt, V (LGR S/N: 9725070, SEN S/N: 9725070)","Coupler Detached (LGR S/N: 9725070)","Coupler Attached (LGR S/N: 9725070)","Stopped (LGR S/N: 9725070)","End Of File (LGR S/N: 9725070)"
6177,05/02/22 07:00:00  PM,-8.999,-15.791,3.41,,,,
6178,05/02/22 08:00:00  PM,-9.439,-15.791,3.40,,,,
6179,05/02/22 09:00:00  PM,-13.163,-15.791,3.38,,,,
6180,05/02/22 10:00:00  PM,-13.315,-15.873,3.38,,,,
6181,05/02/22 11:00:00  PM,-14.746,-15.954,3.36,,,,
6182,05/03/22 12:00:00  AM,-13.965,-16.119,3.36,,,,
6183,05/03/22 01:00:00  AM,-17.125,-16.243,3.36,,,,
6184,05/03/22 02:00:00  AM,-12.380,-16.367,3.36,,,,
6185,05/03/22 03:00:00  AM,-13.696,-16.492,3.36,,,,
6186,05/03/22 04:00:00  AM,-12.233,-16.618,3.36,,,,
6187,05/03/22 05:00:00  AM,-13.926,-16.702,3.38,,,,
6188,05/03/22 06:00:00  AM,-14.589,-16.744,3.38,,,,
6189,05/03/22 07:00:00  AM,-11.940,-16.744,3.38,,,,
6190,05/03/22 08:00:00  AM,-11.940,-16.702,3.40,,,,
6191,05/03/22 09:00:00  AM,-6.042,-16.618,3.41,,,,
6192,05/03/22 10:00:00  AM,-9.919,-16.492,3.41,,,,
6193,05/03/22 11:00:00  AM,-9.679,-16.326,3.41,,,,
6194,05/03/22 12:00:00  PM,-8.864,-16.160,3.41,,,,
6195,05/03/22 01:00:00  PM,-9.473,-15.954,3.41,,,,
6196,05/03/22 02:00:00  PM,-9.679,-15.750,3.41,,,,
6197,05/03/22 03:00:00  PM,-9.782,-15.547,3.41,,,,
6198,05/03/22 04:00:00  PM,-8.797,-15.385,3.41,,,,
6199,05/03/22 05:00:00  PM,-9.371,-15.184,3.43,,,,
6200,05/03/22 06:00:00  PM,-9.371,-15.064,3.41,,,,
6201,05/03/22 07:00:00  PM,-10.023,-14.905,3.41,,,,
6202,05/03/22 08:00:00  PM,-10.231,-14.826,3.41,,,,
6203,05/03/22 09:00:00  PM,-10.722,-14.707,3.40,,,,
6204,05/03/22 10:00:00  PM,-10.476,-14.667,3.40,,,,
6205,05/03/22 11:00:00  PM,-9.100,-14.589,3.40,,,,
6206,05/04/22 12:00:00  AM,-9.303,-14.589,3.40,,,,
6207,05/04/22 01:00:00  AM,-9.816,-14.549,3.40,,,,
6208,05/04/22 02:00:00  AM,-10.969,-14.510,3.40,,,,
6209,05/04/22 03:00:00  AM,-10.898,-14.432,3.40,,,,
6210,05/04/22 04:00:00  AM,-8.597,-14.432,3.40,,,,
6211,05/04/22 05:00:00  AM,-11.183,-14.510,3.40,,,,
6212,05/04/22 06:00:00  AM,-10.511,-14.628,3.41,,,,
6213,05/04/22 07:00:00  AM,-9.269,-14.667,3.41,,,,
6214,05/04/22 08:00:00  AM,-8.563,-14.746,3.43,,,,
6215,05/04/22 09:00:00  AM,-9.439,-14.746,3.43,,,,
6216,05/04/22 10:00:00  AM,-9.066,-14.667,3.43,,,,
6217,05/04/22 11:00:00  AM,-7.608,-14.549,3.43,,,,
6218,05/04/22 12:00:00  PM,-7.187,-14.432,3.45,,,,
6219,05/04/22 01:00:00  PM,-7.673,-14.275,3.43,,,,
6220,05/04/22 02:00:00  PM,-7.090,-14.081,3.45,,,,
6221,05/04/22 03:00:00  PM,-6.136,-13.888,3.43,,,,
6222,05/04/22 04:00:00  PM,-4.469,-13.734,3.45,,,,
6223,05/04/22 05:00:00  PM,-6.010,-13.581,3.45,,,,
6224,05/04/22 06:00:00  PM,-7.219,-13.428,3.43,,,,
6225,05/04/22 07:00:00  PM,-5.511,-13.315,3.43,,,,
6226,05/04/22 08:00:00  PM,-8.000,-13.239,3.43,,,,
6227,05/04/22 09:00:00  PM,-9.542,-13.163,3.41,,,,
6228,05/04/22 10:00:00  PM,-8.797,-13.126,3.41,,,,
6229,05/04/22 11:00:00  PM,-9.851,-13.126,3.41,,,,
6230,05/05/22 12:00:00  AM,-10.371,-13.201,3.41,,,,
6231,05/05/22 01:00:00  AM,-10.792,-13.277,3.40,,,,
6232,05/05/22 02:00:00  AM,-11.218,-13.352,3.40,,,,
6233,05/05/22 03:00:00  AM,-11.794,-13.505,3.40,,,,
6234,05/05/22 04:00:00  AM,-13.926,-13.619,3.38,,,,
6235,05/05/22 05:00:00  AM,-12.639,-13.734,3.40,,,,
6236,05/05/22 06:00:00  AM,-10.197,-13.888,3.40,,,,
6237,05/05/22 07:00:00  AM,-7.706,-13.965,3.41,,,,
6238,05/05/22 08:00:00  AM,-6.452,-13.965,3.43,,,,
6239,05/05/22 09:00:00  AM,-7.478,-13.926,3.43,,,,
6240,05/05/22 10:00:00  AM,-7.155,-13.811,3.43,,,,
6241,05/05/22 11:00:00  AM,-6.388,-13.657,3.45,,,,
6242,05/05/22 12:00:00  PM,-5.823,-13.505,3.45,,,,
6243,05/05/22 01:00:00  PM,-5.049,-13.352,3.45,,,,
6244,05/05/22 02:00:00  PM,-5.202,-13.163,3.47,,,,
6245,05/05/22 03:00:00  PM,-0.732,-12.975,3.47,,,,
6246,05/05/22 04:00:00  PM,-4.834,-12.825,3.45,,,,
6247,05/05/22 05:00:00  PM,-5.760,-12.676,3.45,,,,
6248,05/05/22 06:00:00  PM,-5.605,-12.528,3.45,,,,
6249,05/05/22 07:00:00  PM,-4.682,-12.417,3.43,,,,
6250,05/05/22 08:00:00  PM,-6.610,-12.343,3.43,,,,
6251,05/05/22 09:00:00  PM,-6.834,-12.306,3.43,,,,
6252,05/05/22 10:00:00  PM,-6.962,-12.306,3.41,,,,
6253,05/05/22 11:00:00  PM,-6.357,-12.306,3.41,,,,
6254,05/06/22 12:00:00  AM,-8.165,-12.306,3.41,,,,
6255,05/06/22 01:00:00  AM,-7.608,-12.380,3.41,,,,
6256,05/06/22 02:00:00  AM,-7.478,-12.380,3.41,,,,
6257,05/06/22 03:00:00  AM,-6.962,-12.417,3.41,,,,
6258,05/06/22 04:00:00  AM,-7.575,-12.417,3.41,,,,
6259,05/06/22 05:00:00  AM,-6.515,-12.380,3.43,,,,
6260,05/06/22 06:00:00  AM,-5.511,-12.380,3.43,,,,
6261,05/06/22 07:00:00  AM,-5.823,-12.306,3.43,,,,
6262,05/06/22 08:00:00  AM,-5.729,-12.269,3.43,,,,
6263,05/06/22 09:00:00  AM,-5.698,-12.196,3.43,,,,
6264,05/06/22 10:00:00  AM,-6.073,-12.123,3.43,,,,
6265,05/06/22 11:00:00  AM,-6.199,-12.013,3.43,,,,
6266,05/06/22 12:00:00  PM,-6.262,-11.940,3.43,,,,
6267,05/06/22 01:00:00  PM,-5.823,-11.867,3.43,,,,
6268,05/06/22 02:00:00  PM,-5.295,-11.758,3.43,,,,
6269,05/06/22 03:00:00  PM,-5.295,-11.650,3.43,,,,
6270,05/06/22 04:00:00  PM,-6.294,-11.577,3.43,,,,
6271,05/06/22 05:00:00  PM,-5.295,-11.505,3.45,,,,
6272,05/06/22 06:00:00  PM,-6.262,-11.433,3.43,,,,
6273,05/06/22 07:00:00  PM,-6.962,-11.397,3.43,,,,
6274,05/06/22 08:00:00  PM,-8.198,-11.361,3.41,,,,
6275,05/06/22 09:00:00  PM,-8.730,-11.361,3.41,,,,
6276,05/06/22 10:00:00  PM,-8.430,-11.361,3.41,,,,
6277,05/06/22 11:00:00  PM,-8.999,-11.397,3.41,,,,
6278,05/07/22 12:00:00  AM,-9.610,-11.433,3.40,,,,
6279,05/07/22 01:00:00  AM,-9.542,-11.433,3.40,,,,
6280,05/07/22 02:00:00  AM,-9.405,-11.505,3.40,,,,
6281,05/07/22 03:00:00  AM,-9.679,-11.577,3.40,,,,
6282,05/07/22 04:00:00  AM,-9.885,-11.686,3.41,,,,
6283,05/07/22 05:00:00  AM,-9.747,-11.758,3.41,,,,
6284,05/07/22 06:00:00  AM,-9.885,-11.794,3.41,,,,
6285,05/07/22 07:00:00  AM,-8.264,-11.867,3.41,,,,
6286,05/07/22 08:00:00  AM,-7.935,-11.903,3.43,,,,
6287,05/07/22 09:00:00  AM,-7.348,-11.940,3.43,,,,
6288,05/07/22 10:00:00  AM,-9.100,-11.940,3.43,,,,
6289,05/07/22 11:00:00  AM,-10.092,-11.940,3.41,,,,
6290,05/07/22 12:00:00  PM,-9.303,-11.903,3.43,,,,
6291,05/07/22 01:00:00  PM,-9.235,-11.903,3.43,,,,
6292,05/07/22 02:00:00  PM,-7.348,-11.940,3.43,,,,
6293,05/07/22 03:00:00  PM,-4.590,-11.940,3.45,,,,
6294,05/07/22 04:00:00  PM,-9.851,-11.976,3.43,,,,
6295,05/07/22 05:00:00  PM,-10.197,-11.976,3.43,,,,
6296,05/07/22 06:00:00  PM,-8.497,-12.013,3.43,,,,
6297,05/07/22 07:00:00  PM,-9.405,-12.086,3.40,,,,
6298,05/07/22 08:00:00  PM,-10.371,-12.196,3.40,,,,
6299,05/07/22 09:00:00  PM,-11.361,-12.343,3.40,,,,
6300,05/07/22 10:00:00  PM,-10.511,-12.491,3.40,,,,
6301,05/07/22 11:00:00  PM,-10.476,-12.714,3.40,,,,
6302,05/08/22 12:00:00  AM,-9.439,-12.900,3.40,,,,
6303,05/08/22 01:00:00  AM,-9.371,-13.088,3.40,,,,
6304,05/08/22 02:00:00  AM,-9.644,-13.277,3.40,,,,
6305,05/08/22 03:00:00  AM,-11.290,-13.428,3.40,,,,
6306,05/08/22 04:00:00  AM,-11.397,-13.543,3.40,,,,
6307,05/08/22 05:00:00  AM,-9.610,-13.657,3.41,,,,
6308,05/08/22 06:00:00  AM,-8.264,-13.734,3.43,,,,
6309,05/08/22 07:00:00  AM,-6.642,-13.772,3.43,,,,
6310,05/08/22 08:00:00  AM,-8.597,-13.811,3.43,,,,
6311,05/08/22 09:00:00  AM,-6.199,-13.772,3.45,,,,
6312,05/08/22 10:00:00  AM,-10.934,-13.734,3.45,,,,
6313,05/08/22 11:00:00  AM,-7.673,-13.657,3.45,,,,
6314,05/08/22 12:00:00  PM,-5.172,-13.581,3.47,,,,
6315,05/08/22 01:00:00  PM,-7.026,-13.505,3.45,,,,
6316,05/08/22 02:00:00  PM,-7.510,-13.428,3.45,,,,
6317,05/08/22 03:00:00  PM,-5.079,-13.315,3.43,,,,
6318,05/08/22 04:00:00  PM,-6.802,-13.201,3.43,,,,
6319,05/08/22 05:00:00  PM,-6.642,-13.163,3.43,,,,
6320,05/08/22 06:00:00  PM,-7.478,-13.126,3.43,,,,
6321,05/08/22 07:00:00  PM,-4.499,-13.050,3.43,,,,
6322,05/08/22 08:00:00  PM,-6.515,-13.050,3.43,,,,
6323,05/08/22 09:00:00  PM,-5.948,-13.050,3.43,,,,
6324,05/08/22 10:00:00  PM,-7.478,-13.088,3.41,,,,
6325,05/08/22 11:00:00  PM,-8.797,-13.126,3.43,,,,
6326,05/09/22 12:00:00  AM,-7.413,-13.201,3.41,,,,
6327,05/09/22 01:00:00  AM,-7.187,-13.277,3.41,,,,
6328,05/09/22 02:00:00  AM,-11.433,-13.352,3.40,,,,
6329,05/09/22 03:00:00  AM,-7.575,-13.428,3.40,,,,
6330,05/09/22 04:00:00  AM,-12.938,-13.543,3.40,,,,
6331,05/09/22 05:00:00  AM,-9.508,-13.619,3.41,,,,
6332,05/09/22 06:00:00  AM,-11.903,-13.657,3.41,,,,
6333,05/09/22 07:00:00  AM,-10.127,-13.696,3.41,,,,
6334,05/09/22 08:00:00  AM,-9.542,-13.696,3.43,,,,
6335,05/09/22 09:00:00  AM,-7.575,-13.696,3.45,,,,
6336,05/09/22 10:00:00  AM,-5.141,-13.657,3.43,,,,
6337,05/09/22 11:00:00  AM,-6.420,-13.581,3.45,,,,
6338,05/09/22 12:00:00  PM,-5.729,-13.466,3.47,,,,
6339,05/09/22 01:00:00  PM,-4.957,-13.352,3.45,,,,
6340,05/09/22 02:00:00  PM,-2.771,-13.239,3.47,,,,
6341,05/09/22 03:00:00  PM,-3.896,-13.126,3.47,,,,
6342,05/09/22 04:00:00  PM,-7.155,-13.050,3.45,,,,
6343,05/09/22 05:00:00  PM,-8.831,-12.938,3.45,,,,
6344,05/09/22 06:00:00  PM,-6.199,-12.863,3.43,,,,
6345,05/09/22 07:00:00  PM,-6.547,-12.825,3.43,,,,
6346,05/09/22 08:00:00  PM,-6.136,-12.825,3.41,,,,
6347,05/09/22 09:00:00  PM,-8.066,-12.825,3.41,,,,
6348,05/09/22 10:00:00  PM,-8.864,-12.900,3.40,,,,
6349,05/09/22 11:00:00  PM,-9.816,-13.013,3.40,,,,
6350,05/10/22 12:00:00  AM,-9.851,-13.126,3.40,,,,
6351,05/10/22 01:00:00  AM,-9.168,-13.277,3.40,,,,
6352,05/10/22 02:00:00  AM,-7.413,-13.428,3.41,,,,
6353,05/10/22 03:00:00  AM,-11.147,-13.543,3.41,,,,
6354,05/10/22 04:00:00  AM,-9.954,-13.657,3.41,,,,
6355,05/10/22 05:00:00  AM,-8.563,-13.734,3.41,,,,
6356,05/10/22 06:00:00  AM,-8.397,-13.734,3.43,,,,
6357,05/10/22 07:00:00  AM,-10.441,-13.772,3.43,,,,
6358,05/10/22 08:00:00  AM,-8.331,-13.734,3.43,,,,
6359,05/10/22 09:00:00  AM,-3.035,-13.657,3.45,,,,
6360,05/10/22 10:00:00  AM,-5.760,-13.581,3.45,,,,
6361,05/10/22 11:00:00  AM,-7.316,-13.505,3.45,,,,
6362,05/10/22 12:00:00  PM,-5.449,-13.390,3.45,,,,
6363,05/10/22 01:00:00  PM,-2.566,-13.239,3.47,,,,
6364,05/10/22 02:00:00  PM,-5.636,-13.126,3.47,,,,
6365,05/10/22 03:00:00  PM,-2.742,-12.975,3.45,,,,
6366,05/10/22 04:00:00  PM,-6.388,-12.825,3.45,,,,
6367,05/10/22 05:00:00  PM,-6.610,-12.751,3.43,,,,
6368,05/10/22 06:00:00  PM,-5.948,-12.676,3.45,,,,
6369,05/10/22 07:00:00  PM,-8.198,-12.639,3.43,,,,
6370,05/10/22 08:00:00  PM,-8.864,-12.639,3.41,,,,
6371,05/10/22 09:00:00  PM,-7.155,-12.676,3.41,,,,
6372,05/10/22 10:00:00  PM,-7.902,-12.714,3.41,,,,
6373,05/10/22 11:00:00  PM,-10.023,-12.825,3.40,,,,
6374,05/11/22 12:00:00  AM,-9.269,-12.938,3.40,,,,
6375,05/11/22 01:00:00  AM,-10.616,-13.088,3.40,,,,
6376,05/11/22 02:00:00  AM,-9.371,-13.201,3.40,,,,
6377,05/11/22 03:00:00  AM,-9.168,-13.352,3.41,,,,
6378,05/11/22 04:00:00  AM,-8.165,-13.466,3.41,,,,
6379,05/11/22 05:00:00  AM,-4.590,-13.543,3.43,,,,
6380,05/11/22 06:00:00  AM,-6.579,-13.581,3.45,,,,
6381,05/11/22 07:00:00  AM,-4.469,-13.543,3.47,,,,
6382,05/11/22 08:00:00  AM,-7.251,-13.428,3.45,,,,
6383,05/11/22 09:00:00  AM,-8.864,-13.277,3.45,,,,
6384,05/11/22 10:00:00  AM,-3.807,-13.163,3.47,,,,
6385,05/11/22 11:00:00  AM,-6.834,-13.050,3.45,,,,
6386,05/11/22 12:00:00  PM,-3.568,-12.900,3.47,,,,
6387,05/11/22 01:00:00  PM,-5.418,-12.825,3.45,,,,
6388,05/11/22 02:00:00  PM,-2.654,-12.751,3.47,,,,
6389,05/11/22 03:00:00  PM,-2.508,-12.639,3.47,,,,
6390,05/11/22 04:00:00  PM,-7.445,-12.528,3.45,,,,
6391,05/11/22 05:00:00  PM,-8.231,-12.454,3.45,,,,
6392,05/11/22 06:00:00  PM,-7.219,-12.380,3.43,,,,
6393,05/11/22 07:00:00  PM,-7.608,-12.306,3.43,,,,
6394,05/11/22 08:00:00  PM,-7.869,-12.306,3.41,,,,
6395,05/11/22 09:00:00  PM,-9.782,-12.380,3.41,,,,
6396,05/11/22 10:00:00  PM,-9.851,-12.454,3.41,,,,
6397,05/11/22 11:00:00  PM,-9.100,-12.565,3.41,,,,
6398,05/12/22 12:00:00  AM,-7.251,-12.714,3.41,,,,
6399,05/12/22 01:00:00  AM,-9.100,-12.825,3.41,,,,
6400,05/12/22 02:00:00  AM,-7.026,-12.975,3.41,,,,
6401,05/12/22 03:00:00  AM,-6.452,-13.126,3.43,,,,
6402,05/12/22 04:00:00  AM,-8.663,-13.201,3.41,,,,
6403,05/12/22 05:00:00  AM,-7.478,-13.315,3.43,,,,
6404,05/12/22 06:00:00  AM,-8.864,-13.352,3.43,,,,
6405,05/12/22 07:00:00  AM,-7.608,-13.390,3.45,,,,
6406,05/12/22 08:00:00  AM,-8.764,-13.390,3.43,,,,
6407,05/12/22 09:00:00  AM,-8.932,-13.352,3.45,,,,
6408,05/12/22 10:00:00  AM,-7.381,-13.277,3.47,,,,
6409,05/12/22 11:00:00  AM,-1.958,-13.163,3.47,,,,
6410,05/12/22 12:00:00  PM,-1.699,-13.050,3.47,,,,
6411,05/12/22 01:00:00  PM,-4.318,-12.938,3.49,,,,
6412,05/12/22 02:00:00  PM,0.301,-12.825,3.49,,,,
6413,05/12/22 03:00:00  PM,-7.026,-12.676,3.47,,,,
6414,05/12/22 04:00:00  PM,-5.948,-12.602,3.45,,,,
6415,05/12/22 05:00:00  PM,-5.948,-12.491,3.45,,,,
6416,05/12/22 06:00:00  PM,-6.420,-12.417,3.43,,,,
6417,05/12/22 07:00:00  PM,-6.994,-12.380,3.45,,,,
6418,05/12/22 08:00:00  PM,-9.134,-12.343,3.43,,,,
6419,05/12/22 09:00:00  PM,-7.738,-12.380,3.43,,,,
6420,05/12/22 10:00:00  PM,-8.397,-12.417,3.41,,,,
6421,05/12/22 11:00:00  PM,-6.866,-12.528,3.41,,,,
6422,05/13/22 12:00:00  AM,-10.162,-12.676,3.41,,,,
6423,05/13/22 01:00:00  AM,-8.000,-12.788,3.41,,,,
6424,05/13/22 02:00:00  AM,-10.092,-12.900,3.41,,,,
6425,05/13/22 03:00:00  AM,-9.508,-13.050,3.41,,,,
6426,05/13/22 04:00:00  AM,-9.610,-13.126,3.43,,,,
6427,05/13/22 05:00:00  AM,-9.816,-13.239,3.41,,,,
6428,05/13/22 06:00:00  AM,-11.218,-13.277,3.43,,,,
6429,05/13/22 07:00:00  AM,-8.630,-13.315,3.43,,,,
6430,05/13/22 08:00:00  AM,-9.816,-13.315,3.45,,,,
6431,05/13/22 09:00:00  AM,-9.405,-13.277,3.45,,,,
6432,05/13/22 10:00:00  AM,-8.397,-13.201,3.45,,,,
6433,05/13/22 11:00:00  AM,-3.687,-13.126,3.47,,,,
6434,05/13/22 12:00:00  PM,-4.987,-12.975,3.47,,,,
6435,05/13/22 01:00:00  PM,-1.356,-12.863,3.49,,,,
6436,05/13/22 02:00:00  PM,-4.957,-12.751,3.47,,,,
6437,05/13/22 03:00:00  PM,-6.866,-12.602,3.49,,,,
6438,05/13/22 04:00:00  PM,-7.543,-12.491,3.47,,,,
6439,05/13/22 05:00:00  PM,-3.212,-12.380,3.47,,,,
6440,05/13/22 06:00:00  PM,-5.388,-12.306,3.43,,,,
6441,05/13/22 07:00:00  PM,-7.316,-12.269,3.43,,,,
6442,05/13/22 08:00:00  PM,-7.155,-12.269,3.43,,,,
6443,05/13/22 09:00:00  PM,-9.919,-12.306,3.41,,,,
6444,05/13/22 10:00:00  PM,-9.679,-12.380,3.41,,,,
6445,05/13/22 11:00:00  PM,-9.303,-12.454,3.41,,,,
6446,05/14/22 12:00:00  AM,-9.747,-12.602,3.41,,,,
6447,05/14/22 01:00:00  AM,-8.331,-12.714,3.40,,,,
6448,05/14/22 02:00:00  AM,-9.747,-12.825,3.41,,,,
6449,05/14/22 03:00:00  AM,-11.147,-12.938,3.41,,,,
6450,05/14/22 04:00:00  AM,-8.530,-12.975,3.43,,,,
6451,05/14/22 05:00:00  AM,-8.630,-12.975,3.45,,,,
6452,05/14/22 06:00:00  AM,-10.266,-12.938,3.43,,,,
6453,05/14/22 07:00:00  AM,-9.679,-12.825,3.45,,,,
6454,05/14/22 08:00:00  AM,-8.730,-12.751,3.45,,,,
6455,05/14/22 09:00:00  AM,-9.405,-12.639,3.45,,,,
6456,05/14/22 10:00:00  AM,-6.388,-12.602,3.47,,,,
6457,05/14/22 11:00:00  AM,-3.212,-12.491,3.49,,,,
6458,05/14/22 12:00:00  PM,1.126,-12.380,3.49,,,,
6459,05/14/22 01:00:00  PM,-5.698,-12.269,3.49,,,,
6460,05/14/22 02:00:00  PM,-4.926,-12.159,3.47,,,,
6461,05/14/22 03:00:00  PM,-4.834,-12.049,3.47,,,,
6462,05/14/22 04:00:00  PM,-6.010,-11.940,3.47,,,,
6463,05/14/22 05:00:00  PM,-7.155,-11.831,3.45,,,,
6464,05/14/22 06:00:00  PM,-6.199,-11.758,3.45,,,,
6465,05/14/22 07:00:00  PM,-7.478,-11.686,3.43,,,,
6466,05/14/22 08:00:00  PM,-7.381,-11.650,3.43,,,,
6467,05/14/22 09:00:00  PM,-7.608,-11.577,3.43,,,,
6468,05/14/22 10:00:00  PM,-7.381,-11.577,3.43,,,,
6469,05/14/22 11:00:00  PM,-7.510,-11.577,3.43,,,,
6470,05/15/22 12:00:00  AM,-9.235,-11.577,3.41,,,,
6471,05/15/22 01:00:00  AM,-8.530,-11.613,3.43,,,,
6472,05/15/22 02:00:00  AM,-7.219,-11.650,3.43,,,,
6473,05/15/22 03:00:00  AM,-8.066,-11.686,3.41,,,,
6474,05/15/22 04:00:00  AM,-8.264,-11.722,3.41,,,,
6475,05/15/22 05:00:00  AM,-6.962,-11.722,3.43,,,,
6476,05/15/22 06:00:00  AM,-7.543,-11.722,3.43,,,,
6477,05/15/22 07:00:00  AM,-6.898,-11.722,3.43,,,,
6478,05/15/22 08:00:00  AM,-6.010,-11.650,3.43,,,,
6479,05/15/22 09:00:00  AM,-6.294,-11.577,3.43,,,,
6480,05/15/22 10:00:00  AM,-4.834,-11.469,3.45,,,,
6481,05/15/22 11:00:00  AM,-4.712,-11.326,3.45,,,,
6482,05/15/22 12:00:00  PM,-4.287,-11.183,3.47,,,,
6483,05/15/22 01:00:00  PM,-4.469,-11.040,3.45,,,,
6484,05/15/22 02:00:00  PM,-3.717,-10.898,3.47,,,,
6485,05/15/22 03:00:00  PM,-4.378,-10.757,3.47,,,,
6486,05/15/22 04:00:00  PM,-3.271,-10.616,3.45,,,,
6487,05/15/22 05:00:00  PM,-5.511,-10.511,3.45,,,,
6488,05/15/22 06:00:00  PM,-4.530,-10.441,3.45,,,,
6489,05/15/22 07:00:00  PM,-5.760,-10.441,3.43,,,,
6490,05/15/22 08:00:00  PM,-3.598,-10.441,3.45,,,,
6491,05/15/22 09:00:00  PM,-3.419,-10.511,3.43,,,,
6492,05/15/22 10:00:00  PM,-9.235,-10.581,3.41,,,,
6493,05/15/22 11:00:00  PM,-8.797,-10.722,3.41,,,,
6494,05/16/22 12:00:00  AM,-7.869,-10.863,3.41,,,,
6495,05/16/22 01:00:00  AM,-7.381,-11.076,3.41,,,,
6496,05/16/22 02:00:00  AM,-6.073,-11.254,3.43,,,,
6497,05/16/22 03:00:00  AM,-7.771,-11.433,3.41,,,,
6498,05/16/22 04:00:00  AM,-8.397,-11.577,3.43,,,,
6499,05/16/22 05:00:00  AM,-7.673,-11.686,3.43,,,,
6500,05/16/22 06:00:00  AM,-6.547,-11.758,3.45,,,,
6501,05/16/22 07:00:00  AM,-6.930,-11.758,3.47,,,,
6502,05/16/22 08:00:00  AM,-4.408,-11.722,3.49,,,,
6503,05/16/22 09:00:00  AM,-5.916,-11.686,3.47,,,,
6504,05/16/22 10:00:00  AM,-3.006,-11.577,3.49,,,,
6505,05/16/22 11:00:00  AM,-2.683,-11.469,3.49,,,,
6506,05/16/22 12:00:00  PM,1.099,-11.326,3.49,,,,
6507,05/16/22 01:00:00  PM,-0.986,-11.147,3.49,,,,
6508,05/16/22 02:00:00  PM,-0.563,-11.005,3.49,,,,
6509,05/16/22 03:00:00  PM,-3.508,-10.863,3.49,,,,
6510,05/16/22 04:00:00  PM,-3.242,-10.722,3.49,,,,
6511,05/16/22 05:00:00  PM,-4.016,-10.616,3.49,,,,
6512,05/16/22 06:00:00  PM,-2.450,-10.511,3.47,,,,
6513,05/16/22 07:00:00  PM,-7.026,-10.476,3.45,,,,
6514,05/16/22 08:00:00  PM,-6.674,-10.476,3.43,,,,
6515,05/16/22 09:00:00  PM,-5.979,-10.511,3.43,,,,
6516,05/16/22 10:00:00  PM,-7.968,-10.581,3.43,,,,
6517,05/16/22 11:00:00  PM,-6.199,-10.686,3.41,,,,
6518,05/17/22 12:00:00  AM,-9.134,-10.827,3.41,,,,
6519,05/17/22 01:00:00  AM,-6.930,-10.934,3.41,,,,
6520,05/17/22 02:00:00  AM,-8.165,-11.076,3.41,,,,
6521,05/17/22 03:00:00  AM,-8.331,-11.218,3.41,,,,
6522,05/17/22 04:00:00  AM,-5.449,-11.290,3.41,,,,
6523,05/17/22 05:00:00  AM,-5.511,-11.397,3.43,,,,
6524,05/17/22 06:00:00  AM,-5.079,-11.433,3.43,,,,
6525,05/17/22 07:00:00  AM,-4.076,-11.433,3.43,,,,
6526,05/17/22 08:00:00  AM,-4.348,-11.361,3.45,,,,
6527,05/17/22 09:00:00  AM,-4.197,-11.290,3.47,,,,
6528,05/17/22 10:00:00  AM,-3.035,-11.218,3.47,,,,
6529,05/17/22 11:00:00  AM,0.825,-11.111,3.49,,,,
6530,05/17/22 12:00:00  PM,-1.699,-11.005,3.51,,,,
6531,05/17/22 01:00:00  PM,0.797,-10.863,3.51,,,,
6532,05/17/22 02:00:00  PM,-2.800,-10.722,3.49,,,,
6533,05/17/22 03:00:00  PM,-3.153,-10.616,3.47,,,,
6534,05/17/22 04:00:00  PM,-1.986,-10.476,3.47,,,,
6535,05/17/22 05:00:00  PM,-1.356,-10.336,3.47,,,,
6536,05/17/22 06:00:00  PM,-1.185,-10.231,3.47,,,,
6537,05/17/22 07:00:00  PM,-2.044,-10.092,3.47,,,,
6538,05/17/22 08:00:00  PM,-3.807,-10.023,3.45,,,,
6539,05/17/22 09:00:00  PM,-4.499,-9.954,3.45,,,,
6540,05/17/22 10:00:00  PM,-4.378,-9.885,3.45,,,,
6541,05/17/22 11:00:00  PM,-4.469,-9.885,3.43,,,,
6542,05/18/22 12:00:00  AM,-5.480,-9.885,3.43,,,,
6543,05/18/22 01:00:00  AM,-6.010,-9.919,3.43,,,,
6544,05/18/22 02:00:00  AM,-4.926,-9.954,3.43,,,,
6545,05/18/22 03:00:00  AM,-4.318,-9.989,3.45,,,,
6546,05/18/22 04:00:00  AM,-4.046,-9.989,3.45,,,,
6547,05/18/22 05:00:00  AM,-3.807,-9.989,3.45,,,,
6548,05/18/22 06:00:00  AM,-3.747,-9.954,3.45,,,,
6549,05/18/22 07:00:00  AM,-3.242,-9.954,3.45,,,,
6550,05/18/22 08:00:00  AM,-3.035,-9.885,3.47,,,,
6551,05/18/22 09:00:00  AM,-0.760,-9.816,3.47,,,,
6552,05/18/22 10:00:00  AM,-1.356,-9.747,3.47,,,,
6553,05/18/22 11:00:00  AM,-0.479,-9.679,3.49,,,,
6554,05/18/22 12:00:00  PM,-1.242,-9.576,3.47,,,,
6555,05/18/22 01:00:00  PM,-1.900,-9.508,3.47,,,,
6556,05/18/22 02:00:00  PM,-1.470,-9.439,3.47,,,,
6557,05/18/22 03:00:00  PM,-3.153,-9.371,3.47,,,,
6558,05/18/22 04:00:00  PM,-1.327,-9.303,3.47,,,,
